hgnc_symbol,ensembl_gene_id,ensembl_transcript_id,transcript_biotype,mirbase_id,log2FoldChange,pvalue,padj
SRSF4,ENSG00000116350,ENST00000477193,retained_intron,NA,4.27301164,0.000167211,0.012311875
ZNF692,ENSG00000171163,ENST00000477070,nonsense_mediated_decay,NA,-5.898838783,0.000167733,0.012337877
PRKAR1B,ENSG00000188191,ENST00000417852,protein_coding,NA,4.053104787,0.000168948,0.012414727
ZNF266,ENSG00000174652,ENST00000590306,protein_coding,,-6.037073754,0.000169995,0.01247905
KLC1,ENSG00000126214,ENST00000537046,protein_coding,,-5.87445476,0.000171604,0.01258449
BRD9,ENSG00000028310,ENST00000483173,protein_coding,NA,5.849646447,0.000172134,0.01260868
HACL1,ENSG00000131373,ENST00000435217,protein_coding,NA,5.89883347,0.000172279,0.01260868
TPP1,ENSG00000166340,ENST00000524924,retained_intron,,4.321920933,0.000173056,0.012652858
MINK1,ENSG00000141503,ENST00000453408,protein_coding,NA,-5.866234279,0.000174726,0.012762143
TOP1MT,ENSG00000184428,ENST00000329245,protein_coding,,0.911676013,0.000175077,0.012772159
CNOT6L,ENSG00000138767,ENST00000512485,protein_coding,NA,5.841283011,0.000175213,0.012772159
MDGA1,ENSG00000112139,ENST00000434837,protein_coding,NA,5.841283006,0.000175576,0.012785852
CYBC1,ENSG00000178927,ENST00000434650,protein_coding,NA,-1.303571094,0.000176247,0.012821941
ARVCF,ENSG00000099889,ENST00000406522,protein_coding,,-4.273012947,0.000176694,0.012841619
VARS2,ENSG00000137411,ENST00000467717,processed_transcript,NA,5.866229073,0.00017714,0.012861235
CHMP7,ENSG00000147457,ENST00000519503,nonsense_mediated_decay,,-0.828233787,0.000178151,0.012914006
DUSP22,ENSG00000112679,ENST00000419235,protein_coding,NA,-0.535657055,0.000178221,0.012914006
EFTUD2,ENSG00000108883,ENST00000590124,protein_coding,,-5.849651458,0.000180114,0.01303824
FNTA,ENSG00000168522,ENST00000533336,protein_coding,NA,3.292777702,0.000180475,0.013051411
C12orf73,ENSG00000204954,ENST00000549960,nonsense_mediated_decay,NA,4.297673464,0.00018191,0.013142175
SPIN3,ENSG00000204271,ENST00000638289,protein_coding,,5.115464591,0.000183534,0.013246379
ESPL1,ENSG00000135476,ENST00000552671,nonsense_mediated_decay,NA,1.066557942,0.000185727,0.013380333
KCNQ5,ENSG00000185760,ENST00000414165,retained_intron,NA,5.841282844,0.000185756,0.013380333
TPM4,ENSG00000167460,ENST00000586499,nonsense_mediated_decay,,-5.954181194,0.00018631,0.013394848
DDX3X,ENSG00000215301,ENST00000644109,protein_coding,,-4.381704864,0.000186325,0.013394848
MAPK8IP1,ENSG00000121653,ENST00000241014,protein_coding,NA,0.568516452,0.000187595,0.013472878
CHD8,ENSG00000100888,ENST00000557364,protein_coding,NA,-5.832875785,0.000188038,0.013478498
CDK13,ENSG00000065883,ENST00000646039,protein_coding,,5.832870659,0.000188043,0.013478498
CIZ1,ENSG00000148337,ENST00000324544,protein_coding,,-3.564781977,0.000188959,0.013530858
GTF2F1,ENSG00000125651,ENST00000394456,protein_coding,,0.329728441,0.000189146,0.013530976
DENND2B,ENSG00000166444,ENST00000527540,processed_transcript,NA,-4.345768946,0.000189456,0.013539904
RBM4,ENSG00000173933,ENST00000408993,protein_coding,,0.312692514,0.000191147,0.013625058
OSBPL2,ENSG00000130703,ENST00000358053,protein_coding,,-6.163213526,0.000191151,0.013625058
SERPINB6,ENSG00000124570,ENST00000642543,protein_coding,,-4.297674844,0.000191358,0.013625058
CPNE2,ENSG00000140848,ENST00000565874,protein_coding,NA,0.573951607,0.000191395,0.013625058
DCTN4,ENSG00000132912,ENST00000424236,protein_coding,NA,-0.599462188,0.000192092,0.013661346
PLEKHS1,ENSG00000148735,ENST00000369312,protein_coding,NA,4.345767413,0.000192841,0.013701309
LINC00847,ENSG00000245060,ENST00000653411,lncRNA,NA,5.798722793,0.000194942,0.01383711
PDLIM7,ENSG00000196923,ENST00000506161,protein_coding,NA,-5.874454508,0.000195268,0.013846758
MORN4,ENSG00000171160,ENST00000307450,protein_coding,,0.586388679,0.000195856,0.013874938
HMG20B,ENSG00000064961,ENST00000333651,protein_coding,,0.437922683,0.00019958,0.014125042
ZNF559,ENSG00000188321,ENST00000605750,protein_coding,,-5.790062993,0.000200142,0.014151128
MGME1,ENSG00000125871,ENST00000463219,processed_transcript,NA,-3.731800914,0.000200347,0.014151878
MAGI1,ENSG00000151276,ENST00000402939,protein_coding,,0.311950572,0.000201593,0.014226178
TFG,ENSG00000114354,ENST00000674645,protein_coding,NA,-0.441554415,0.000203497,0.014346607
UVSSA,ENSG00000163945,ENST00000677286,protein_coding,NA,-5.807340722,0.000204137,0.014377881
SUCLG2-DT,ENSG00000241316,ENST00000464420,lncRNA,NA,5.781340755,0.000204335,0.014377941
USP34,ENSG00000115464,ENST00000436269,protein_coding,NA,5.914862893,0.000204554,0.014379483
DUSP5,ENSG00000138166,ENST00000369583,protein_coding,NA,-0.459183077,0.000204962,0.014394308
ANKRD13A,ENSG00000076513,ENST00000261739,protein_coding,NA,-0.465227387,0.000207189,0.014536731
RGS19,ENSG00000171700,ENST00000395042,protein_coding,,-5.798727617,0.00020818,0.014592174
HCCS,ENSG00000004961,ENST00000380763,protein_coding,,0.533681896,0.000208531,0.014602751
OASL,ENSG00000135114,ENST00000339275,protein_coding,,0.735433859,0.000211805,0.01481785
P4HB,ENSG00000185624,ENST00000680083,nonsense_mediated_decay,NA,-5.832875547,0.000212482,0.014849047
PRKACA,ENSG00000072062,ENST00000589994,protein_coding,,0.639963746,0.000212658,0.014849047
ADAM15,ENSG00000143537,ENST00000472434,processed_transcript,NA,4.96961458,0.00021467,0.014975167
FCHO1,ENSG00000130475,ENST00000597512,protein_coding,,-5.772575568,0.000215124,0.01498389
SNHG29,ENSG00000175061,ENST00000579473,lncRNA,,-4.437398931,0.000215349,0.01498389
FCSK,ENSG00000157353,ENST00000571514,protein_coding,,4.662955488,0.000215411,0.01498389
UHRF1,ENSG00000276043,ENST00000616255,protein_coding,,-6.066072894,0.000216407,0.015026042
SMPD3,ENSG00000103056,ENST00000219334,protein_coding,NA,0.821402484,0.000216429,0.015026042
PPP3CA,ENSG00000138814,ENST00000529324,protein_coding,NA,5.790057618,0.000216768,0.015035293
DOCK10,ENSG00000135905,ENST00000409592,protein_coding,,-5.754873634,0.000218005,0.015106722
USP13,ENSG00000058056,ENST00000680587,protein_coding,NA,-6.029731292,0.0002197,0.01520972
MESD,ENSG00000117899,ENST00000261758,protein_coding,NA,-0.470416668,0.000220032,0.015218302
ITPR1,ENSG00000150995,ENST00000443694,protein_coding,NA,-5.954180844,0.000220445,0.015232404
MAPK12,ENSG00000188130,ENST00000497738,retained_intron,NA,5.75486859,0.000220962,0.015253677
SNHG29,ENSG00000175061,ENST00000671170,lncRNA,NA,-5.898838221,0.0002222,0.015324625
ST6GAL1,ENSG00000073849,ENST00000448044,protein_coding,NA,-5.745940526,0.000223084,0.015371094
WBP4,ENSG00000120688,ENST00000379487,protein_coding,,-0.619143456,0.000223614,0.015393087
UNC13B,ENSG00000198722,ENST00000481299,protein_coding,NA,4.321920613,0.000226486,0.01557606
BCS1L,ENSG00000074582,ENST00000392110,protein_coding,,4.415029462,0.000227097,0.01560188
GBF1,ENSG00000107862,ENST00000679080,protein_coding,NA,-5.745940502,0.000227289,0.01560188
TRIQK,ENSG00000205133,ENST00000537541,protein_coding,,-5.736951756,0.000228872,0.01569581
GNAI1,ENSG00000127955,ENST00000649148,processed_transcript,NA,5.954175002,0.000230366,0.01578339
DECR1,ENSG00000104325,ENST00000522161,protein_coding,,-3.608806268,0.00023095,0.015808621
TSC2,ENSG00000103197,ENST00000647180,retained_intron,NA,-5.736951734,0.000232964,0.015931474
PLXNA1,ENSG00000114554,ENST00000684469,protein_coding,NA,4.345767179,0.000233226,0.015934502
DHCR24,ENSG00000116133,ENST00000648641,processed_transcript,NA,-5.824413843,0.000233521,0.015939693
BCOR,ENSG00000183337,ENST00000342274,protein_coding,,4.163220703,0.000234922,0.016020372
RSRP1,ENSG00000117616,ENST00000569495,processed_transcript,NA,3.655346886,0.000236299,0.016099235
ALG1,ENSG00000033011,ENST00000683739,protein_coding,NA,-4.544313573,0.000237194,0.016145126
PIK3C3,ENSG00000078142,ENST00000588156,retained_intron,,-5.718804457,0.000237662,0.016152447
AVPI1,ENSG00000119986,ENST00000370626,protein_coding,NA,0.61995127,0.000237744,0.016152447
ALG5,ENSG00000120697,ENST00000681763,protein_coding,NA,-5.781345399,0.000238691,0.01619439
DRG2,ENSG00000108591,ENST00000580055,nonsense_mediated_decay,,-5.71880445,0.000238806,0.01619439
LTB4R,ENSG00000213903,ENST00000556141,protein_coding,NA,4.481118173,0.000239218,0.01620728
NAXE,ENSG00000163382,ENST00000488840,retained_intron,NA,-5.754873374,0.000239741,0.016212999
TSEN2,ENSG00000154743,ENST00000681482,nonsense_mediated_decay,NA,5.75486827,0.000239747,0.016212999
BBX,ENSG00000114439,ENST00000406780,protein_coding,,5.790057314,0.000240223,0.016230156
NUBP2,ENSG00000095906,ENST00000568287,protein_coding,NA,-4.604854833,0.000240493,0.01623337
NFIX,ENSG00000008441,ENST00000397661,protein_coding,,0.657727883,0.000241076,0.016257686
FCHO1,ENSG00000130475,ENST00000594202,protein_coding,,-4.857972476,0.000243933,0.016435184
MCTP2,ENSG00000140563,ENST00000451018,protein_coding,NA,4.32192052,0.000244164,0.016435597
KIRREL1,ENSG00000183853,ENST00000368173,protein_coding,NA,5.781340139,0.000244468,0.016440883
VBP1,ENSG00000155959,ENST00000286428,protein_coding,,-0.420229572,0.00024479,0.016446366
HNRNPUL1,ENSG00000105323,ENST00000263367,protein_coding,NA,1.173647456,0.000245001,0.016446366
RPS15,ENSG00000115268,ENST00000591032,protein_coding,,5.745935159,0.000246495,0.016531491
RUNX1,ENSG00000159216,ENST00000482318,nonsense_mediated_decay,NA,5.841281975,0.000248339,0.016639866
PARM1,ENSG00000169116,ENST00000307428,protein_coding,,0.87020432,0.000249086,0.016674592
TMBIM6,ENSG00000139644,ENST00000549471,retained_intron,NA,-5.700425959,0.000249875,0.016712053
PFN2,ENSG00000070087,ENST00000239940,protein_coding,NA,-5.906875213,0.000251844,0.016828322
LRRIQ1,ENSG00000133640,ENST00000525971,retained_intron,NA,2.464666082,0.000252188,0.016835922
SLTM,ENSG00000137776,ENST00000557924,nonsense_mediated_decay,NA,0.781359462,0.000254766,0.016992447
TARDBP,ENSG00000120948,ENST00000621573,nonsense_mediated_decay,,5.69114321,0.000255374,0.017017468
FPGS,ENSG00000136877,ENST00000481552,processed_transcript,NA,5.691143181,0.000258359,0.017200657
NAP1L4,ENSG00000205531,ENST00000528968,protein_coding,NA,-5.745940159,0.000259439,0.01725686
ACAD11,ENSG00000240303,ENST00000264990,protein_coding,NA,0.814347911,0.000261595,0.017384421
SS18,ENSG00000141380,ENST00000585121,nonsense_mediated_decay,,-5.681810318,0.000262241,0.01740386
MIR503HG,ENSG00000223749,ENST00000659680,lncRNA,NA,-0.811107969,0.000262365,0.01740386
SPATA13,ENSG00000182957,ENST00000343003,protein_coding,,5.727901231,0.000263522,0.017460231
DEPDC5,ENSG00000100150,ENST00000646135,retained_intron,,4.196390262,0.000263693,0.017460231
TGM2,ENSG00000198959,ENST00000469269,retained_intron,NA,0.640815557,0.000266316,0.017617931
YOD1,ENSG00000180667,ENST00000315927,protein_coding,,-0.557246028,0.000267076,0.017652187
DYNC2H1,ENSG00000187240,ENST00000375735,protein_coding,NA,0.767165602,0.000268491,0.017717995
NFKB2,ENSG00000077150,ENST00000369966,protein_coding,NA,5.700420825,0.000268749,0.017717995
FLRT2,ENSG00000185070,ENST00000682132,protein_coding,NA,0.883530142,0.0002688,0.017717995
TSPAN3,ENSG00000140391,ENST00000424443,protein_coding,NA,0.646295047,0.000274549,0.018080596
PTK2,ENSG00000169398,ENST00000519993,nonsense_mediated_decay,,-1.099868116,0.00027729,0.018232175
TICRR,ENSG00000140534,ENST00000560985,protein_coding,NA,4.337291514,0.000277527,0.018232175
CHP1,ENSG00000187446,ENST00000334660,protein_coding,,-0.543595327,0.0002776,0.018232175
PSME3IP1,ENSG00000172775,ENST00000562406,protein_coding,NA,-5.653428593,0.000278722,0.018279086
SBF1,ENSG00000100241,ENST00000686826,processed_transcript,NA,5.772569621,0.000279029,0.018279086
MEST,ENSG00000106484,ENST00000416162,protein_coding,NA,-5.672411582,0.000279066,0.018279086
PUF60,ENSG00000179950,ENST00000529999,protein_coding,NA,5.727901019,0.000282712,0.018493668
CCNF,ENSG00000162063,ENST00000293968,nonsense_mediated_decay,,-1.066216889,0.000282849,0.018493668
PTK2,ENSG00000169398,ENST00000395218,protein_coding,,-0.840343553,0.00028382,0.018540523
DDX11,ENSG00000013573,ENST00000228264,protein_coding,NA,3.68181777,0.000284146,0.018545229
NME4,ENSG00000103202,ENST00000382940,protein_coding,,-5.672411552,0.000285116,0.018591909
GARS1,ENSG00000106105,ENST00000675863,retained_intron,NA,-5.72790617,0.000286574,0.018670323
ANKRD49,ENSG00000168876,ENST00000538535,processed_transcript,,-5.643842555,0.000287204,0.018694628
NME6,ENSG00000172113,ENST00000444069,protein_coding,NA,5.643837631,0.00028797,0.018727819
SNHG15,ENSG00000232956,ENST00000580528,lncRNA,,-4.415030949,0.000289234,0.018793272
PIH1D1,ENSG00000104872,ENST00000602076,retained_intron,,4.222385212,0.000289642,0.018803028
ZNF577,ENSG00000161551,ENST00000301399,protein_coding,,-5.634192417,0.000292136,0.018948091
AMT,ENSG00000145020,ENST00000637684,retained_intron,,-5.634192414,0.000292656,0.018964938
GTF2H2,ENSG00000145736,ENST00000517900,protein_coding,,-5.634192412,0.000293112,0.01897762
SNHG7,ENSG00000233016,ENST00000686963,lncRNA,NA,5.754867656,0.000293578,0.018990928
TK2,ENSG00000166548,ENST00000563478,protein_coding,NA,5.634187495,0.000294426,0.019028944
SLC35A1,ENSG00000164414,ENST00000369557,protein_coding,NA,-5.70042558,0.00029501,0.019049843
ANO6,ENSG00000177119,ENST00000320560,protein_coding,,-0.467919087,0.000297251,0.01917019
VLDLR,ENSG00000147852,ENST00000681644,nonsense_mediated_decay,NA,5.634187468,0.0002974,0.01917019
PPFIA1,ENSG00000131626,ENST00000526262,nonsense_mediated_decay,NA,5.634187457,0.000298668,0.019218004
HPSE,ENSG00000173083,ENST00000507150,nonsense_mediated_decay,NA,5.634187457,0.000298668,0.019218004
ALG8,ENSG00000159063,ENST00000525761,protein_coding,NA,-4.219441895,0.000305246,0.019615699
MIGA1,ENSG00000180488,ENST00000645526,protein_coding,,-1.679129601,0.000305386,0.019615699
FILIP1L,ENSG00000168386,ENST00000471562,protein_coding,NA,5.614691398,0.000306856,0.019675454
MBD1,ENSG00000141644,ENST00000347968,protein_coding,,5.614691398,0.000306856,0.019675454
SMC3,ENSG00000108055,ENST00000462899,processed_transcript,NA,4.824417119,0.000307306,0.019687035
SLC4A2,ENSG00000164889,ENST00000677246,nonsense_mediated_decay,NA,-5.736951086,0.000309095,0.019784247
IL15RA,ENSG00000134470,ENST00000532948,processed_transcript,NA,5.643837443,0.000310405,0.019836285
TMEM158,ENSG00000249992,ENST00000503771,protein_coding,NA,0.450502091,0.000310452,0.019836285
CD55,ENSG00000196352,ENST00000314754,protein_coding,,0.735943605,0.000311278,0.019869471
TGFBR3,ENSG00000069702,ENST00000212355,protein_coding,NA,0.539439139,0.000311516,0.019869471
MATN2,ENSG00000132561,ENST00000518154,protein_coding,,-5.672411299,0.000311953,0.019880002
CCDC82,ENSG00000149231,ENST00000647080,protein_coding,NA,-6.044377108,0.000314641,0.020033762
BICRA,ENSG00000063169,ENST00000594866,protein_coding,,-5.604848516,0.000315081,0.020044288
JPT2,ENSG00000206053,ENST00000566691,protein_coding,NA,-5.6438424,0.000319455,0.020293146
SAMHD1,ENSG00000101347,ENST00000644114,nonsense_mediated_decay,,-5.634192278,0.000319549,0.020293146
TET2,ENSG00000168769,ENST00000513237,protein_coding,NA,-5.815901743,0.000320109,0.020311032
MCOLN3,ENSG00000055732,ENST00000370587,protein_coding,NA,3.55019195,0.00032152,0.020382865
FRA10AC1,ENSG00000148690,ENST00000483229,processed_transcript,NA,-4.321921849,0.000324267,0.020533984
EEF1D,ENSG00000104529,ENST00000529832,protein_coding,NA,-4.115471824,0.000324467,0.020533984
ELL2,ENSG00000118985,ENST00000237853,protein_coding,NA,-0.347946737,0.000326113,0.020620301
SGK1,ENSG00000118515,ENST00000367857,protein_coding,NA,-5.961915616,0.000326668,0.020637491
FAN1,ENSG00000198690,ENST00000565280,nonsense_mediated_decay,NA,-3.68649756,0.000327222,0.020641094
WFS1,ENSG00000109501,ENST00000682275,protein_coding,NA,5.874447561,0.00032747,0.020641094
POMT1,ENSG00000130714,ENST00000372220,protein_coding,NA,5.681804653,0.000327574,0.020641094
BBS12,ENSG00000181004,ENST00000314218,protein_coding,,0.803522835,0.000328414,0.020676184
DNAAF5,ENSG00000164818,ENST00000297440,protein_coding,,0.622105365,0.000331875,0.020876055
ACOT8,ENSG00000101473,ENST00000652771,protein_coding,NA,-4.604854476,0.000332272,0.020883078
CRIP2,ENSG00000182809,ENST00000551738,retained_intron,NA,4.087456212,0.000335226,0.021050588
,ENSG00000262879,ENST00000663210,lncRNA,NA,-4.169919362,0.000336296,0.021099635
ITSN1,ENSG00000205726,ENST00000399352,protein_coding,,-0.757949857,0.000341177,0.021387442
PCNA,ENSG00000132646,ENST00000379160,protein_coding,,-0.440605784,0.000344505,0.021576002
MAN1B1,ENSG00000177239,ENST00000684272,nonsense_mediated_decay,NA,3.1699207,0.000344776,0.021576002
PAPOLA,ENSG00000090060,ENST00000553689,nonsense_mediated_decay,NA,-5.99244952,0.000346032,0.02163604
EPB41,ENSG00000159023,ENST00000647103,protein_coding,NA,-1.347199218,0.000346575,0.021651433
OLMALINC,ENSG00000235823,ENST00000664225,lncRNA,NA,4.222384976,0.000349279,0.021801712
GSS,ENSG00000100983,ENST00000646512,retained_intron,NA,5.129268921,0.000350536,0.021861447
TCF4,ENSG00000196628,ENST00000643689,protein_coding,,-5.57489529,0.000353445,0.022024061
TTC8,ENSG00000165533,ENST00000354441,protein_coding,,5.554570602,0.000354711,0.022084104
GTF3C6,ENSG00000155115,ENST00000480191,processed_transcript,NA,4.115470365,0.000355242,0.022098304
GDF15,ENSG00000130513,ENST00000595973,protein_coding,,5.781338925,0.000358611,0.022270414
ENTPD3,ENSG00000168032,ENST00000301825,protein_coding,,-0.913666579,0.000358619,0.022270414
TBC1D16,ENSG00000167291,ENST00000574427,protein_coding,,4.087456131,0.000359275,0.022292175
THAP12,ENSG00000137492,ENST00000682046,nonsense_mediated_decay,NA,-5.890754884,0.000359752,0.022302761
CCND1,ENSG00000110092,ENST00000227507,protein_coding,NA,-0.39296286,0.000361362,0.022383578
MYDGF,ENSG00000074842,ENST00000262947,protein_coding,NA,-0.346689487,0.000363351,0.022480631
POMGNT1,ENSG00000085998,ENST00000685275,retained_intron,NA,-4.345768379,0.000363782,0.022480631
IDUA,ENSG00000127415,ENST00000514224,protein_coding,,4.234044669,0.000363853,0.022480631
PKM,ENSG00000067225,ENST00000569857,nonsense_mediated_decay,,-0.65166235,0.000364666,0.022511811
EIF3E,ENSG00000104408,ENST00000677272,protein_coding,NA,-5.55457535,0.000371613,0.022921296
ZGRF1,ENSG00000138658,ENST00000445413,nonsense_mediated_decay,NA,4.32191996,0.000371939,0.022922015
UROD,ENSG00000126088,ENST00000636836,protein_coding,,4.058887089,0.000373806,0.023017591
GCNT2,ENSG00000111846,ENST00000489819,processed_transcript,NA,-4.643848274,0.000375408,0.023096752
TNFAIP8L1,ENSG00000185361,ENST00000536716,protein_coding,,0.669794055,0.000376199,0.023125923
UEVLD,ENSG00000151116,ENST00000379387,protein_coding,,5.533960358,0.000376954,0.023152864
ISG15,ENSG00000187608,ENST00000649529,protein_coding,NA,0.750038227,0.000378498,0.023217524
GK,ENSG00000198814,ENST00000378945,protein_coding,,-4.297674266,0.000378643,0.023217524
SYT1,ENSG00000067715,ENST00000261205,protein_coding,NA,-0.713087816,0.000379319,0.023239416
FBF1,ENSG00000188878,ENST00000586717,protein_coding,,4.544310922,0.000381748,0.023368603
NPEPPS,ENSG00000141279,ENST00000530173,protein_coding,NA,-5.790061543,0.000382659,0.023402268
GBAP1,ENSG00000160766,ENST00000687632,processed_transcript,NA,-5.523548609,0.000382939,0.023402268
TBRG4,ENSG00000136270,ENST00000482285,protein_coding,NA,-4.222386451,0.000383787,0.02343446
ZFAND4,ENSG00000172671,ENST00000374366,protein_coding,NA,5.533960292,0.000385822,0.023538995
ST3GAL2,ENSG00000157350,ENST00000566097,processed_transcript,NA,-1.213595653,0.000386391,0.023552028
MCCC2,ENSG00000131844,ENST00000682727,protein_coding,NA,-5.523548588,0.000387251,0.023552028
ALMS1,ENSG00000116127,ENST00000684460,protein_coding,NA,5.52354377,0.000387259,0.023552028
UBE2F,ENSG00000184182,ENST00000409332,protein_coding,,5.564766031,0.000387326,0.023552028
B9D1,ENSG00000108641,ENST00000261499,protein_coding,NA,1.068894654,0.000389277,0.023650945
NOTCH1,ENSG00000148400,ENST00000681298,retained_intron,NA,-5.513056242,0.000396428,0.024065327
BRD1,ENSG00000100425,ENST00000438393,nonsense_mediated_decay,NA,5.523543661,0.000402593,0.024419283
AADACP1,ENSG00000240602,ENST00000463420,processed_transcript,NA,3.077998892,0.000403366,0.024445831
CLBA1,ENSG00000140104,ENST00000547315,protein_coding,NA,0.961088548,0.000403952,0.024461073
FIS1,ENSG00000214253,ENST00000442303,protein_coding,NA,1.250427994,0.000405102,0.024510369
PCTP,ENSG00000141179,ENST00000268896,protein_coding,NA,-0.480683073,0.000405904,0.024538539
ABCF2,ENSG00000033050,ENST00000468073,protein_coding,NA,1.065340332,0.0004077,0.024626675
TRIM5,ENSG00000132256,ENST00000684417,retained_intron,NA,-5.523548488,0.00040913,0.024692635
MKNK1,ENSG00000079277,ENST00000650026,protein_coding,NA,-0.93405489,0.000410673,0.024765284
TSNAXIP1,ENSG00000102904,ENST00000466164,nonsense_mediated_decay,NA,4.222384759,0.000411534,0.024796703
CTSF,ENSG00000174080,ENST00000677298,retained_intron,NA,4.68181326,0.000412815,0.024837303
KLF2,ENSG00000127528,ENST00000248071,protein_coding,NA,0.865664973,0.000413074,0.024837303
CLN8,ENSG00000182372,ENST00000635751,protein_coding,,5.502482183,0.000413229,0.024837303
MPDZ,ENSG00000107186,ENST00000437441,nonsense_mediated_decay,NA,-4.321921618,0.000414737,0.024907431
DYNC2I1,ENSG00000126870,ENST00000407559,protein_coding,,0.539021934,0.000418838,0.025133012
ISCA1,ENSG00000135070,ENST00000311534,protein_coding,,1.025279044,0.00042208,0.025306767
SPG7,ENSG00000197912,ENST00000565891,protein_coding,NA,-5.513056112,0.000425723,0.025504255
MICALL1,ENSG00000100139,ENST00000679832,nonsense_mediated_decay,NA,5.815895148,0.000426546,0.025532573
TRIO,ENSG00000038382,ENST00000513206,protein_coding,NA,3.768176845,0.000428505,0.025616572
ARPC5,ENSG00000162704,ENST00000294742,protein_coding,,-0.331455578,0.000428651,0.025616572
PGAP1,ENSG00000197121,ENST00000422444,protein_coding,NA,5.634186301,0.000429153,0.025625573
AKR1B1,ENSG00000085662,ENST00000462784,retained_intron,NA,0.684953406,0.000430079,0.025645548
CITED2,ENSG00000164442,ENST00000537332,protein_coding,,5.523543478,0.000430191,0.025645548
LCP1,ENSG00000136167,ENST00000323076,protein_coding,,-5.53396495,0.000431781,0.025719318
L3MBTL3,ENSG00000198945,ENST00000368136,protein_coding,NA,-5.470306722,0.000433585,0.025805712
ACADM,ENSG00000117054,ENST00000370834,protein_coding,NA,-5.481113384,0.000437754,0.026016967
PAFAH1B1,ENSG00000007168,ENST00000675385,processed_transcript,NA,-3.18982268,0.000438018,0.026016967
ACAD8,ENSG00000151498,ENST00000534433,retained_intron,NA,-3.564781621,0.000438839,0.026016967
HYDIN,ENSG00000157423,ENST00000541601,protein_coding,,-4.058888278,0.000438876,0.026016967
PAPPA,ENSG00000182752,ENST00000328252,protein_coding,,-0.359451935,0.000439135,0.026016967
IFT122,ENSG00000163913,ENST00000690209,nonsense_mediated_decay,NA,5.470301928,0.000439273,0.026016967
CDON,ENSG00000064309,ENST00000680589,retained_intron,NA,-5.523548362,0.000440712,0.026081023
FBXW5,ENSG00000159069,ENST00000483559,retained_intron,NA,0.578067011,0.000442719,0.026159769
ANP32E,ENSG00000143401,ENST00000616917,protein_coding,,5.470301903,0.000443119,0.026159769
IL32,ENSG00000008517,ENST00000528163,protein_coding,NA,5.470301903,0.000443119,0.026159769
MAP9,ENSG00000164114,ENST00000424373,nonsense_mediated_decay,NA,-5.502486866,0.000443805,0.026179112
CDCA5,ENSG00000146670,ENST00000524733,nonsense_mediated_decay,,-5.459418432,0.000445101,0.026234361
ANXA6,ENSG00000197043,ENST00000523714,protein_coding,,-0.271458441,0.00044579,0.026253774
ADAMTS9,ENSG00000163638,ENST00000481060,protein_coding,NA,-5.47030666,0.000447983,0.026361637
PCYT2,ENSG00000185813,ENST00000570391,protein_coding,,-3.829582176,0.000448815,0.026382955
NMT1,ENSG00000136448,ENST00000592782,protein_coding,,-0.372319473,0.000449068,0.026382955
EXOSC8,ENSG00000120699,ENST00000689744,nonsense_mediated_decay,NA,-5.470306648,0.00045082,0.026444459
ALG5,ENSG00000120697,ENST00000681208,nonsense_mediated_decay,NA,5.481108498,0.00045084,0.026444459
EXOC7,ENSG00000182473,ENST00000405575,protein_coding,,5.574889606,0.000452027,0.026492784
NGF,ENSG00000134259,ENST00000676038,protein_coding,NA,5.491834781,0.000453444,0.026554426
RPGR,ENSG00000156313,ENST00000645124,nonsense_mediated_decay,,5.470301832,0.000453942,0.026554426
RHBDD2,ENSG00000005486,ENST00000318622,protein_coding,,0.514671068,0.000454171,0.026554426
SLC29A1,ENSG00000112759,ENST00000472176,retained_intron,NA,-5.709643101,0.000455846,0.026612847
CDH11,ENSG00000140937,ENST00000268603,protein_coding,NA,0.420955678,0.000455899,0.026612847
POLR1C,ENSG00000171453,ENST00000642195,protein_coding,,0.845245988,0.000456609,0.026632956
P4HB,ENSG00000185624,ENST00000679470,retained_intron,NA,5.470301811,0.000457338,0.0266542
TTC1,ENSG00000113312,ENST00000684137,protein_coding,NA,5.448442598,0.000457708,0.026654458
PHYHD1,ENSG00000175287,ENST00000353176,protein_coding,,-5.45941835,0.00046446,0.027026063
CD163L1,ENSG00000177675,ENST00000543841,retained_intron,,4.459422258,0.000466024,0.027095479
TPD52L2,ENSG00000101150,ENST00000615907,protein_coding,,0.373446757,0.000467842,0.027179531
CDK2AP1,ENSG00000111328,ENST00000538446,protein_coding,,0.470670125,0.000469047,0.027188833
TGFB2,ENSG00000092969,ENST00000366929,protein_coding,NA,-3.087461315,0.000469438,0.027188833
MRPL48,ENSG00000175581,ENST00000508278,nonsense_mediated_decay,NA,-5.448447288,0.000469483,0.027188833
JPX,ENSG00000225470,ENST00000670685,lncRNA,NA,5.448442524,0.000469493,0.027188833
AHRR,ENSG00000063438,ENST00000684583,protein_coding,NA,5.437387437,0.000471359,0.027275305
NFATC3,ENSG00000072736,ENST00000346183,protein_coding,,-1.003997756,0.000471852,0.027282156
KHDRBS3,ENSG00000131773,ENST00000524199,protein_coding,,-0.841689789,0.000472295,0.027286153
ATP13A2,ENSG00000159363,ENST00000341676,protein_coding,,-5.672410401,0.000473784,0.027350515
CTNND1,ENSG00000198561,ENST00000399050,protein_coding,,4.736954092,0.000481447,0.027770948
RPGRIP1L,ENSG00000103494,ENST00000562230,protein_coding,NA,4.222384537,0.000482945,0.027835344
